# Sugarloaf-Chiricahua-NM Site number 11
# Filter out cloudy times ? NO
# Cloud fitting ndata 11 Chisqlimit 0.009
# darklimit 29.0
# brightlimit 1.0
#JD,JDM,UTC,Tloc,LST,chisquared,moonalt,sunalt,MWalt,Etempc,volt,SQM,Winds,run_count,night_count,JD_mid
2460371.055556, 6.333330,     2024-03-01 13:20:00, 2024-03-01 06:20:00,  16.701138, 5.0463e-02, 31.696, -5.848, 49.424, 4.67,  12.61, 15.22,     3.216,  4700,   60, 0.791667
2460371.062500, 6.500000,     2024-03-01 13:30:00, 2024-03-01 06:30:00,  16.868261, 4.2914e-03, 30.598, -3.737, 51.454, 4.55,  12.59, 12.40,     3.376,  4701,   60, 0.791667
2460371.562500, -5.500000,     2024-03-02 01:30:00, 2024-03-01 18:30:00,   4.901116, 1.1624e-01, -67.293, -3.881, 78.166, 10.46,  12.92, 9.48,     2.307,  4702,   61, 0.791667
2460371.569444, -5.333330,     2024-03-02 01:40:00, 2024-03-01 18:40:00,   5.068239, 1.1051e-02, -65.399, -5.991, 80.233, 10.27,  12.93, 11.85,     2.523,  4703,   61, 0.791667
2460371.576389, -5.166670,     2024-03-02 01:50:00, 2024-03-01 18:50:00,   5.235362, 6.6914e-03, -63.476, -8.104, 82.252, 10.00,  12.93, 14.69,     2.103,  4704,   61, 0.791667
2460371.583333, -5.000000,     2024-03-02 02:00:00, 2024-03-01 19:00:00,   5.402485, 5.4057e-03, -61.528, -10.220, 84.170, 9.80,  12.92, 17.29,     2.239,  4705,   61, 0.791667
2460371.590278, -4.833330,     2024-03-02 02:10:00, 2024-03-01 19:10:00,   5.569608, 5.0480e-02, -59.562, -12.338, 85.847, 9.96,  12.91, 19.29,     2.713,  4706,   61, 0.791667
2460371.597222, -4.666670,     2024-03-02 02:20:00, 2024-03-01 19:20:00,   5.736731, 2.5211e-02, -57.582, -14.457, 86.864, 9.85,  12.91, 20.76,     2.532,  4707,   61, 0.791667
2460371.604167, -4.500000,     2024-03-02 02:30:00, 2024-03-01 19:30:00,   5.903854, 1.1429e-03, -55.591, -16.575, 86.572, 9.83,  12.88, 21.41,     2.519,  4708,   61, 0.791667
2460371.611111, -4.333330,     2024-03-02 02:40:00, 2024-03-01 19:40:00,   6.070977, 4.5714e-05, -53.592, -18.691, 85.205, 9.73,  12.89, 21.56,     2.623,  4709,   61, 0.791667
2460371.618056, -4.166670,     2024-03-02 02:50:00, 2024-03-01 19:50:00,   6.238100, 2.2857e-05, -51.586, -20.805, 83.400, 9.66,  12.89, 21.60,     2.093,  4710,   61, 0.791667
2460371.625000, -4.000000,     2024-03-02 03:00:00, 2024-03-01 20:00:00,   6.405223, 1.1429e-05, -49.575, -22.914, 81.430, 9.56,  12.88, 21.63,     1.955,  4711,   61, 0.791667
2460371.631944, -3.833330,     2024-03-02 03:10:00, 2024-03-01 20:10:00,   6.572346, 4.5714e-05, -47.561, -25.017, 79.388, 9.56,  12.88, 21.65,     2.272,  4712,   61, 0.791667
2460371.638889, -3.666670,     2024-03-02 03:20:00, 2024-03-01 20:20:00,   6.739469, 2.2857e-05, -45.546, -27.113, 77.308, 9.65,  12.87, 21.68,     2.132,  4713,   61, 0.791667
2460371.645833, -3.500000,     2024-03-02 03:30:00, 2024-03-01 20:30:00,   6.906592, 9.1429e-05, -43.530, -29.200, 75.208, 9.45,  12.85, 21.71,     1.870,  4714,   61, 0.791667
2460371.652778, -3.333330,     2024-03-02 03:40:00, 2024-03-01 20:40:00,   7.073715, 1.0000e-05, -41.514, -31.277, 73.097, 9.03,  12.86, 21.74,     1.548,  4715,   61, 0.791667
2460371.659722, -3.166670,     2024-03-02 03:50:00, 2024-03-01 20:50:00,   7.240838, 1.1429e-05, -39.499, -33.342, 70.978, 9.05,  12.86, 21.75,     1.760,  4716,   61, 0.791667
2460371.666667, -3.000000,     2024-03-02 04:00:00, 2024-03-01 21:00:00,   7.407961, 1.1429e-05, -37.486, -35.391, 68.855, 9.09,  12.85, 21.76,     1.832,  4717,   61, 0.791667
2460371.673611, -2.833330,     2024-03-02 04:10:00, 2024-03-01 21:10:00,   7.575084, 2.2857e-05, -35.477, -37.424, 66.730, 9.25,  12.85, 21.78,     2.054,  4718,   61, 0.791667
2460371.680556, -2.666670,     2024-03-02 04:20:00, 2024-03-01 21:20:00,   7.742207, 2.2857e-05, -33.471, -39.436, 64.604, 9.18,  12.84, 21.80,     2.280,  4719,   61, 0.791667
2460371.687500, -2.500000,     2024-03-02 04:30:00, 2024-03-01 21:30:00,   7.909330, 1.1429e-05, -31.469, -41.426, 62.479, 9.12,  12.82, 21.82,     2.489,  4720,   61, 0.791667
2460371.694444, -2.333330,     2024-03-02 04:40:00, 2024-03-01 21:40:00,   8.076453, 1.1429e-05, -29.472, -43.389, 60.356, 8.80,  12.83, 21.85,     2.412,  4721,   61, 0.791667
2460371.701389, -2.166670,     2024-03-02 04:50:00, 2024-03-01 21:50:00,   8.243576, 2.2857e-05, -27.482, -45.321, 58.235, 8.68,  12.83, 21.87,     2.641,  4722,   61, 0.791667
2460371.708333, -2.000000,     2024-03-02 05:00:00, 2024-03-01 22:00:00,   8.410699, 2.2857e-05, -25.498, -47.217, 56.117, 8.68,  12.83, 21.89,     2.738,  4723,   61, 0.791667
2460371.715278, -1.833330,     2024-03-02 05:10:00, 2024-03-01 22:10:00,   8.577822, 2.2857e-05, -23.521, -49.073, 54.003, 8.59,  12.82, 21.91,     2.781,  4724,   61, 0.791667
2460371.722222, -1.666670,     2024-03-02 05:20:00, 2024-03-01 22:20:00,   8.744945, 4.3879e-04, -21.552, -50.880, 51.892, 8.43,  12.82, 21.92,     2.556,  4725,   61, 0.791667
2460371.729167, -1.500000,     2024-03-02 05:30:00, 2024-03-01 22:30:00,   8.912068, 1.9636e-04, -19.593, -52.633, 49.787, 8.29,  12.79, 21.94,     2.181,  4726,   61, 0.791667
2460371.736111, -1.333330,     2024-03-02 05:40:00, 2024-03-01 22:40:00,   9.079191, 3.2242e-04, -17.643, -54.323, 47.686, 8.02,  12.81, 21.95,     2.120,  4727,   61, 0.791667
2460371.743056, -1.166670,     2024-03-02 05:50:00, 2024-03-01 22:50:00,   9.246314, 1.4133e-03, -15.704, -55.939, 45.591, 8.24,  12.81, 21.96,     2.468,  4728,   61, 0.791667
2460371.750000, -1.000000,     2024-03-02 06:00:00, 2024-03-01 23:00:00,   9.413437, 1.9952e-03, -13.776, -57.470, 43.503, 8.42,  12.80, 21.98,     2.588,  4729,   61, 0.791667
2460371.756944, -0.833330,     2024-03-02 06:10:00, 2024-03-01 23:10:00,   9.580560, 3.1588e-03, -11.860, -58.903, 41.421, 8.37,  12.80, 21.99,     2.253,  4730,   61, 0.791667
2460371.763889, -0.666670,     2024-03-02 06:20:00, 2024-03-01 23:20:00,   9.747683, 3.7952e-03, -9.959, -60.225, 39.346, 8.18,  12.80, 21.99,     2.229,  4731,   61, 0.791667
2460371.770833, -0.500000,     2024-03-02 06:30:00, 2024-03-01 23:30:00,   9.914806, 6.3406e-03, -8.071, -61.418, 37.280, 7.99,  12.77, 21.97,     2.091,  4732,   61, 0.791667
2460371.777778, -0.333330,     2024-03-02 06:40:00, 2024-03-01 23:40:00,  10.081929, 2.5613e-02, -6.199, -62.466, 35.221, 8.03,  12.78, 21.97,     2.351,  4733,   61, 0.791667
2460371.784722, -0.166670,     2024-03-02 06:50:00, 2024-03-01 23:50:00,  10.249052, 4.5850e-02, -4.344, -63.351, 33.172, 8.12,  12.79, 21.95,     2.673,  4734,   61, 0.791667
2460371.791667, 0.000000,     2024-03-02 07:00:00, 2024-03-02 00:00:00,  10.416175, 6.8250e-02, -2.507, -64.057, 31.132, 8.31,  12.78, 21.93,     2.963,  4735,   61, 0.791667
2460371.798611, 0.166670,     2024-03-02 07:10:00, 2024-03-02 00:10:00,  10.583298, 5.9090e-02, -0.690, -64.569, 29.103, 8.22,  12.77, 21.88,     3.101,  4736,   61, 0.791667
2460371.805556, 0.333330,     2024-03-02 07:20:00, 2024-03-02 00:20:00,  10.750421, 4.3647e-02, 1.107, -64.874, 27.084, 8.34,  12.77, 21.73,     3.885,  4737,   61, 0.791667
2460371.812500, 0.500000,     2024-03-02 07:30:00, 2024-03-02 00:30:00,  10.917544, 3.0421e-02, 2.881, -64.965, 25.077, 8.36,  12.75, 21.61,     3.992,  4738,   61, 0.791667
2460371.819444, 0.666670,     2024-03-02 07:40:00, 2024-03-02 00:40:00,  11.084667, 1.9301e-02, 4.632, -64.839, 23.083, 7.90,  12.76, 21.46,     2.577,  4739,   61, 0.791667
2460371.826389, 0.833330,     2024-03-02 07:50:00, 2024-03-02 00:50:00,  11.251790, 4.2602e-02, 6.357, -64.500, 21.102, 7.59,  12.76, 21.42,     2.443,  4740,   61, 0.791667
2460371.833333, 1.000000,     2024-03-02 08:00:00, 2024-03-02 01:00:00,  11.418913, 6.7999e-02, 8.054, -63.956, 19.135, 7.88,  12.76, 21.33,     3.238,  4741,   61, 0.791667
2460371.840278, 1.166670,     2024-03-02 08:10:00, 2024-03-02 01:10:00,  11.586035, 6.2373e-02, 9.722, -63.220, 17.183, 8.01,  12.75, 21.15,     3.570,  4742,   61, 0.791667
2460371.847222, 1.333330,     2024-03-02 08:20:00, 2024-03-02 01:20:00,  11.753158, 5.1789e-02, 11.358, -62.307, 15.247, 7.93,  12.75, 21.17,     3.652,  4743,   61, 0.791667
2460371.854167, 1.500000,     2024-03-02 08:30:00, 2024-03-02 01:30:00,  11.920281, 3.4835e-02, 12.961, -61.234, 13.328, 8.05,  12.73, 21.21,     4.041,  4744,   61, 0.791667
2460371.861111, 1.666670,     2024-03-02 08:40:00, 2024-03-02 01:40:00,  12.087404, 2.8421e-02, 14.527, -60.019, 11.427, 7.81,  12.74, 21.19,     3.290,  4745,   61, 0.791667
2460371.868056, 1.833330,     2024-03-02 08:50:00, 2024-03-02 01:50:00,  12.254527, 1.5840e-02, 16.055, -58.679, 9.545, 7.58,  12.74, 21.15,     3.085,  4746,   61, 0.791667
2460371.875000, 2.000000,     2024-03-02 09:00:00, 2024-03-02 02:00:00,  12.421650, 1.0821e-02, 17.542, -57.228, 7.683, 7.57,  12.74, 21.13,     3.675,  4747,   61, 0.791667
2460371.881944, 2.166670,     2024-03-02 09:10:00, 2024-03-02 02:10:00,  12.588773, 4.8388e-03, 18.984, -55.682, 6.149, 7.91,  12.73, 21.10,     4.122,  4748,   61, 0.791667
2460371.888889, 2.333330,     2024-03-02 09:20:00, 2024-03-02 02:20:00,  12.755896, 4.7515e-04, 20.380, -54.053, 5.222, 7.71,  12.73, 21.06,     3.511,  4749,   61, 0.791667
2460371.895833, 2.500000,     2024-03-02 09:30:00, 2024-03-02 02:30:00,  12.923019, 3.7333e-04, 21.725, -52.352, 5.056, 7.68,  12.70, 21.03,     3.630,  4750,   61, 0.791667
2460371.902778, 2.666670,     2024-03-02 09:40:00, 2024-03-02 02:40:00,  13.090142, 5.5515e-04, 23.018, -50.588, 5.597, 7.84,  12.72, 20.98,     4.242,  4751,   61, 0.791667
2460371.909722, 2.833330,     2024-03-02 09:50:00, 2024-03-02 02:50:00,  13.257265, 4.5714e-05, 24.254, -48.772, 7.055, 7.93,  12.72, 20.96,     4.444,  4752,   61, 0.791667
2460371.916667, 3.000000,     2024-03-02 10:00:00, 2024-03-02 03:00:00,  13.424388, 1.3143e-04, 25.430, -46.908, 8.543, 7.91,  12.71, 20.93,     4.377,  4753,   61, 0.791667
2460371.923611, 3.166670,     2024-03-02 10:10:00, 2024-03-02 03:10:00,  13.591511, 1.2571e-04, 26.542, -45.005, 10.238, 7.98,  12.71, 20.90,     4.108,  4754,   61, 0.791667
2460371.930556, 3.333330,     2024-03-02 10:20:00, 2024-03-02 03:20:00,  13.758634, 1.2571e-04, 27.588, -43.066, 12.331, 8.02,  12.71, 20.88,     4.815,  4755,   61, 0.791667
2460371.937500, 3.500000,     2024-03-02 10:30:00, 2024-03-02 03:30:00,  13.925757, 4.0000e-05, 28.564, -41.098, 14.432, 7.95,  12.68, 20.79,     4.989,  4756,   61, 0.791667
2460371.944444, 3.666670,     2024-03-02 10:40:00, 2024-03-02 03:40:00,  14.092880, 6.0571e-04, 29.465, -39.103, 16.539, 7.68,  12.69, 20.73,     4.189,  4757,   61, 0.791667
2460371.951389, 3.833330,     2024-03-02 10:50:00, 2024-03-02 03:50:00,  14.260003, 5.0286e-04, 30.289, -37.086, 18.652, 7.75,  12.70, 20.64,     4.122,  4758,   61, 0.791667
2460371.958333, 4.000000,     2024-03-02 11:00:00, 2024-03-02 04:00:00,  14.427126, 5.2571e-04, 31.033, -35.049, 20.769, 7.60,  12.69, 20.58,     4.153,  4759,   61, 0.791667
2460371.965278, 4.166670,     2024-03-02 11:10:00, 2024-03-02 04:10:00,  14.594249, 2.0571e-04, 31.692, -32.995, 22.890, 7.59,  12.69, 20.69,     3.545,  4760,   61, 0.791667
2460371.972222, 4.333330,     2024-03-02 11:20:00, 2024-03-02 04:20:00,  14.761372, 4.0914e-03, 32.264, -30.927, 25.014, 7.34,  12.68, 20.33,     3.585,  4761,   61, 0.791667
2460371.979167, 4.500000,     2024-03-02 11:30:00, 2024-03-02 04:30:00,  14.928495, 3.3691e-02, 32.747, -28.847, 27.139, 7.37,  12.66, 20.31,     4.341,  4762,   61, 0.791667
2460371.986111, 4.666670,     2024-03-02 11:40:00, 2024-03-02 04:40:00,  15.095618, 3.2926e-02, 33.139, -26.756, 29.264, 7.26,  12.67, 20.43,     4.202,  4763,   61, 0.791667
2460371.993056, 4.833330,     2024-03-02 11:50:00, 2024-03-02 04:50:00,  15.262741, 5.1783e-02, 33.436, -24.656, 31.389, 7.05,  12.67, 20.21,     3.929,  4764,   61, 0.791667
2460372.000000, 5.000000,     2024-03-02 12:00:00, 2024-03-02 05:00:00,  15.429864, 4.7360e-02, 33.638, -22.550, 33.512, 7.09,  12.66, 20.33,     4.457,  4765,   61, 0.791667
2460372.006944, 5.166670,     2024-03-02 12:10:00, 2024-03-02 05:10:00,  15.596987, 2.3223e-02, 33.744, -20.438, 35.631, 7.10,  12.66, 20.65,     4.180,  4766,   61, 0.791667
2460372.013889, 5.333330,     2024-03-02 12:20:00, 2024-03-02 05:20:00,  15.764110, 3.8766e-02, 33.752, -18.322, 37.746, 7.07,  12.66, 20.69,     3.947,  4767,   61, 0.791667
2460372.020833, 5.500000,     2024-03-02 12:30:00, 2024-03-02 05:30:00,  15.931233, 4.0091e-02, 33.664, -16.203, 39.854, 7.10,  12.63, 20.63,     4.801,  4768,   61, 0.791667
2460372.027778, 5.666670,     2024-03-02 12:40:00, 2024-03-02 05:40:00,  16.098356, 1.5223e-02, 33.480, -14.082, 41.954, 7.10,  12.64, 20.63,     4.564,  4769,   61, 0.791667
2460372.034722, 5.833330,     2024-03-02 12:50:00, 2024-03-02 05:50:00,  16.265479, 1.1566e-02, 33.199, -11.961, 44.044, 7.25,  12.64, 20.07,     5.525,  4770,   61, 0.791667
2460372.041667, 6.000000,     2024-03-02 13:00:00, 2024-03-02 06:00:00,  16.432602, 2.9851e-02, 32.825, -9.840, 46.121, 7.34,  12.64, 18.88,     5.870,  4771,   61, 0.791667
2460372.048611, 6.166670,     2024-03-02 13:10:00, 2024-03-02 06:10:00,  16.599725, 5.1931e-02, 32.359, -7.721, 48.182, 7.33,  12.63, 17.29,     5.597,  4772,   61, 0.791667
2460372.055556, 6.333330,     2024-03-02 13:20:00, 2024-03-02 06:20:00,  16.766848, 3.8457e-03, 31.803, -5.605, 50.225, 7.31,  12.63, 14.97,     5.812,  4773,   61, 0.791667
2460372.062500, 6.500000,     2024-03-02 13:30:00, 2024-03-02 06:30:00,  16.933971, 5.4800e-03, 31.160, -3.492, 52.245, 7.29,  12.61, 12.12,     5.731,  4774,   61, 0.791667
2460372.562500, -5.500000,     2024-03-03 01:30:00, 2024-03-02 18:30:00,   4.966826, 1.1593e-01, -78.385, -3.723, 78.983, 10.98,  12.92, 9.14,     6.826,  4775,   62, 0.791667
2460372.569444, -5.333330,     2024-03-03 01:40:00, 2024-03-02 18:40:00,   5.133949, 5.0629e-03, -76.638, -5.834, 81.034, 10.84,  12.92, 11.48,     8.167,  4776,   62, 0.791667
2460372.576389, -5.166670,     2024-03-03 01:50:00, 2024-03-02 18:50:00,   5.301072, 1.1411e-02, -74.809, -7.948, 83.023, 10.50,  12.92, 14.34,     5.521,  4777,   62, 0.791667
2460372.583333, -5.000000,     2024-03-03 02:00:00, 2024-03-02 19:00:00,   5.468195, 8.2057e-03, -72.925, -10.065, 84.873, 10.33,  12.91, 16.94,     6.442,  4778,   62, 0.791667
2460372.590278, -4.833330,     2024-03-03 02:10:00, 2024-03-02 19:10:00,   5.635318, 4.4251e-02, -71.003, -12.183, 86.364, 10.26,  12.91, 19.00,     7.014,  4779,   62, 0.791667
2460372.597222, -4.666670,     2024-03-03 02:20:00, 2024-03-02 19:20:00,   5.802441, 3.3863e-02, -69.054, -14.302, 86.922, 10.10,  12.90, 20.63,     6.487,  4780,   62, 0.791667
2460372.604167, -4.500000,     2024-03-03 02:30:00, 2024-03-02 19:30:00,   5.969564, 2.7029e-03, -67.086, -16.419, 86.119, 9.96,  12.88, 21.44,     7.439,  4781,   62, 0.791667
2460372.611111, -4.333330,     2024-03-03 02:40:00, 2024-03-02 19:40:00,   6.136687, 1.6571e-04, -65.104, -18.535, 84.525, 9.90,  12.89, 21.65,     7.144,  4782,   62, 0.791667
2460372.618056, -4.166670,     2024-03-03 02:50:00, 2024-03-02 19:50:00,   6.303810, 1.0000e-05, -63.112, -20.647, 82.638, 9.87,  12.89, 21.70,     8.230,  4783,   62, 0.791667
2460372.625000, -4.000000,     2024-03-03 03:00:00, 2024-03-02 20:00:00,   6.470933, 4.0000e-05, -61.112, -22.755, 80.633, 9.85,  12.88, 21.72,     9.294,  4784,   62, 0.791667
2460372.631944, -3.833330,     2024-03-03 03:10:00, 2024-03-02 20:10:00,   6.638056, 1.0000e-05, -59.108, -24.856, 78.573, 9.80,  12.88, 21.74,     8.972,  4785,   62, 0.791667
2460372.638889, -3.666670,     2024-03-03 03:20:00, 2024-03-02 20:20:00,   6.805179, 2.2857e-05, -57.100, -26.950, 76.485, 9.70,  12.87, 21.77,     9.607,  4786,   62, 0.791667
2460372.645833, -3.500000,     2024-03-03 03:30:00, 2024-03-02 20:30:00,   6.972302, 4.5714e-05, -55.090, -29.035, 74.379, 9.52,  12.85, 21.80,     9.647,  4787,   62, 0.791667
2460372.652778, -3.333330,     2024-03-03 03:40:00, 2024-03-02 20:40:00,   7.139425, 1.6571e-04, -53.079, -31.109, 72.264, 9.45,  12.86, 21.82,    10.320,  4788,   62, 0.791667
2460372.659722, -3.166670,     2024-03-03 03:50:00, 2024-03-02 20:50:00,   7.306548, 6.2857e-05, -51.069, -33.170, 70.143, 9.45,  12.86, 21.84,    10.000,  4789,   62, 0.791667
2460372.666667, -3.000000,     2024-03-03 04:00:00, 2024-03-02 21:00:00,   7.473671, 4.5714e-05, -49.060, -35.216, 68.019, 9.33,  12.85, 21.84,    10.810,  4790,   62, 0.791667
2460372.673611, -2.833330,     2024-03-03 04:10:00, 2024-03-02 21:10:00,   7.640794, 2.2857e-05, -47.052, -37.244, 65.894, 9.14,  12.85, 21.85,     9.786,  4791,   62, 0.791667
2460372.680556, -2.666670,     2024-03-03 04:20:00, 2024-03-02 21:20:00,   7.807917, 1.1429e-05, -45.047, -39.251, 63.769, 9.09,  12.84, 21.88,     9.938,  4792,   62, 0.791667
2460372.687500, -2.500000,     2024-03-03 04:30:00, 2024-03-02 21:30:00,   7.975040, 1.1429e-05, -43.046, -41.235, 61.644, 8.92,  12.82, 21.90,     9.133,  4793,   62, 0.791667
2460372.694444, -2.333330,     2024-03-03 04:40:00, 2024-03-02 21:40:00,   8.142163, 6.2857e-05, -41.048, -43.191, 59.522, 8.90,  12.83, 21.93,    10.790,  4794,   62, 0.791667
2460372.701389, -2.166670,     2024-03-03 04:50:00, 2024-03-02 21:50:00,   8.309286, 5.1429e-05, -39.055, -45.116, 57.402, 8.83,  12.83, 21.96,    10.200,  4795,   62, 0.791667
2460372.708333, -2.000000,     2024-03-03 05:00:00, 2024-03-02 22:00:00,   8.476409, 5.1429e-05, -37.067, -47.005, 55.285, 8.74,  12.83, 21.99,     8.163,  4796,   62, 0.791667
2460372.715278, -1.833330,     2024-03-03 05:10:00, 2024-03-02 22:10:00,   8.643532, 6.2857e-05, -35.084, -48.852, 53.172, 8.64,  12.83, 22.03,     9.231,  4797,   62, 0.791667
2460372.722222, -1.666670,     2024-03-03 05:20:00, 2024-03-02 22:20:00,   8.810655, 3.2206e-03, -33.108, -50.650, 51.064, 8.56,  12.82, 22.05,     7.734,  4798,   62, 0.791667
2460372.729167, -1.500000,     2024-03-03 05:30:00, 2024-03-02 22:30:00,   8.977778, 5.1600e-03, -31.139, -52.393, 48.960, 8.49,  12.80, 22.08,     8.315,  4799,   62, 0.791667
2460372.736111, -1.333330,     2024-03-03 05:40:00, 2024-03-02 22:40:00,   9.144901, 5.5624e-03, -29.177, -54.071, 46.862, 8.47,  12.81, 22.09,     7.676,  4800,   62, 0.791667
2460372.743056, -1.166670,     2024-03-03 05:50:00, 2024-03-02 22:50:00,   9.312024, 4.0133e-03, -27.223, -55.675, 44.769, 8.38,  12.81, 22.09,     7.367,  4801,   62, 0.791667
2460372.750000, -1.000000,     2024-03-03 06:00:00, 2024-03-02 23:00:00,   9.479147, 1.8388e-03, -25.278, -57.193, 42.683, 8.30,  12.81, 22.09,     6.616,  4802,   62, 0.791667
2460372.756944, -0.833330,     2024-03-03 06:10:00, 2024-03-02 23:10:00,   9.646270, 1.0824e-03, -23.343, -58.613, 40.604, 8.22,  12.80, 22.08,     7.407,  4803,   62, 0.791667
2460372.763889, -0.666670,     2024-03-03 06:20:00, 2024-03-02 23:20:00,   9.813393, 6.2182e-04, -21.418, -59.920, 38.533, 8.16,  12.80, 22.08,     7.019,  4804,   62, 0.791667
2460372.770833, -0.500000,     2024-03-03 06:30:00, 2024-03-02 23:30:00,   9.980516, 6.2061e-04, -19.504, -61.099, 36.469, 7.95,  12.77, 22.09,     6.849,  4805,   62, 0.791667
2460372.777778, -0.333330,     2024-03-03 06:40:00, 2024-03-02 23:40:00,  10.147639, 6.8242e-04, -17.602, -62.133, 34.414, 7.86,  12.79, 22.11,     6.630,  4806,   62, 0.791667
2460372.784722, -0.166670,     2024-03-03 06:50:00, 2024-03-02 23:50:00,  10.314762, 7.7333e-04, -15.713, -63.004, 32.369, 7.78,  12.79, 22.11,     7.001,  4807,   62, 0.791667
2460372.791667, 0.000000,     2024-03-03 07:00:00, 2024-03-03 00:00:00,  10.481885, 7.5879e-04, -13.837, -63.698, 30.333, 7.69,  12.79, 22.11,     8.158,  4808,   62, 0.791667
2460372.798611, 0.166670,     2024-03-03 07:10:00, 2024-03-03 00:10:00,  10.649008, 7.0545e-04, -11.975, -64.199, 28.308, 7.55,  12.78, 22.11,     8.082,  4809,   62, 0.791667
2460372.805556, 0.333330,     2024-03-03 07:20:00, 2024-03-03 00:20:00,  10.816131, 4.8727e-04, -10.129, -64.496, 26.294, 7.45,  12.78, 22.10,     8.431,  4810,   62, 0.791667
2460372.812500, 0.500000,     2024-03-03 07:30:00, 2024-03-03 00:30:00,  10.983254, 4.8727e-04, -8.300, -64.581, 24.292, 7.35,  12.75, 22.10,     8.601,  4811,   62, 0.791667
2460372.819444, 0.666670,     2024-03-03 07:40:00, 2024-03-03 00:40:00,  11.150377, 2.8824e-03, -6.489, -64.452, 22.302, 7.28,  12.76, 22.11,     8.650,  4812,   62, 0.791667
2460372.826389, 0.833330,     2024-03-03 07:50:00, 2024-03-03 00:50:00,  11.317500, 2.2802e-02, -4.696, -64.113, 20.327, 7.29,  12.76, 22.12,     8.968,  4813,   62, 0.791667
2460372.833333, 1.000000,     2024-03-03 08:00:00, 2024-03-03 01:00:00,  11.484623, 5.6402e-02, -2.924, -63.572, 18.366, 7.16,  12.76, 22.12,     7.966,  4814,   62, 0.791667
2460372.840278, 1.166670,     2024-03-03 08:10:00, 2024-03-03 01:10:00,  11.651746, 7.1607e-02, -1.173, -62.841, 16.420, 6.97,  12.76, 22.10,     7.162,  4815,   62, 0.791667
2460372.847222, 1.333330,     2024-03-03 08:20:00, 2024-03-03 01:20:00,  11.818869, 6.2127e-02, 0.554, -61.934, 14.490, 6.84,  12.75, 22.05,     6.589,  4816,   62, 0.791667
2460372.854167, 1.500000,     2024-03-03 08:30:00, 2024-03-03 01:30:00,  11.985992, 3.9795e-02, 2.257, -60.870, 12.578, 6.82,  12.73, 21.91,     7.631,  4817,   62, 0.791667
2460372.861111, 1.666670,     2024-03-03 08:40:00, 2024-03-03 01:40:00,  12.153115, 2.1916e-02, 3.934, -59.663, 10.684, 6.83,  12.74, 21.77,     8.588,  4818,   62, 0.791667
2460372.868056, 1.833330,     2024-03-03 08:50:00, 2024-03-03 01:50:00,  12.320238, 1.9167e-02, 5.582, -58.332, 8.810, 6.76,  12.74, 21.69,     8.284,  4819,   62, 0.791667
2460372.875000, 2.000000,     2024-03-03 09:00:00, 2024-03-03 02:00:00,  12.487361, 2.7402e-02, 7.201, -56.890, 6.957, 6.71,  12.74, 21.63,     8.521,  4820,   62, 0.791667
2460372.881944, 2.166670,     2024-03-03 09:10:00, 2024-03-03 02:10:00,  12.654484, 3.2319e-02, 8.788, -55.353, 5.780, 6.64,  12.73, 21.58,     7.935,  4821,   62, 0.791667
2460372.888889, 2.333330,     2024-03-03 09:20:00, 2024-03-03 02:20:00,  12.821607, 1.8622e-02, 10.341, -53.732, 4.869, 6.46,  12.73, 21.53,     7.819,  4822,   62, 0.791667
2460372.895833, 2.500000,     2024-03-03 09:30:00, 2024-03-03 02:30:00,  12.988730, 7.4024e-03, 11.857, -52.040, 5.186, 6.37,  12.70, 21.50,     6.844,  4823,   62, 0.791667
