# Sugarloaf-Chiricahua-NM Site number 11
# Filter out cloudy times ? NO
# Cloud fitting ndata 11 Chisqlimit 0.009
# darklimit 29.0
# brightlimit 1.0
#JD,JDM,UTC,Tloc,LST,chisquared,moonalt,sunalt,MWalt,Etempc,volt,SQM,Winds,run_count,night_count,JD_mid
2460569.722222, -1.666670,     2024-09-16 05:20:00, 2024-09-15 22:20:00,  21.755554, 5.7440e-02, 41.500, -46.491, 73.931, 18.18,  12.82, 17.47,     0.350, 16945,  259, 0.791667
2460569.729167, -1.500000,     2024-09-16 05:30:00, 2024-09-15 22:30:00,  21.922677, 7.1996e-01, 41.693, -47.896, 72.351, 18.57,  12.79, 17.64,     0.992, 16946,  259, 0.791667
2460569.736111, -1.333330,     2024-09-16 05:40:00, 2024-09-15 22:40:00,  22.089800, 1.2546e+00, 41.772, -49.214, 70.699, 18.32,  12.80, 17.66,     1.190, 16947,  259, 0.791667
2460569.743056, -1.166670,     2024-09-16 05:50:00, 2024-09-15 22:50:00,  22.256923, 1.0171e+00, 41.738, -50.433, 68.992, 18.70,  12.81, 17.82,     1.437, 16948,  259, 0.791667
2460569.750000, -1.000000,     2024-09-16 06:00:00, 2024-09-15 23:00:00,  22.424046, 7.0110e-01, 41.591, -51.545, 67.244, 18.91,  12.80, 17.22,     1.550, 16949,  259, 0.791667
2460569.756944, -0.833330,     2024-09-16 06:10:00, 2024-09-15 23:10:00,  22.591169, 7.0345e-01, 41.331, -52.541, 65.465, 19.04,  12.80, 17.30,     1.303, 16950,  259, 0.791667
2460569.763889, -0.666670,     2024-09-16 06:20:00, 2024-09-15 23:20:00,  22.758292, 7.0524e-01, 40.961, -53.410, 63.663, 19.10,  12.80, 17.94,     1.296, 16951,  259, 0.791667
2460569.770833, -0.500000,     2024-09-16 06:30:00, 2024-09-15 23:30:00,  22.925415, 7.4860e-01, 40.483, -54.143, 61.842, 18.76,  12.78, 17.95,     2.081, 16952,  259, 0.791667
2460569.777778, -0.333330,     2024-09-16 06:40:00, 2024-09-15 23:40:00,  23.092538, 8.3421e-01, 39.900, -54.731, 60.009, 18.81,  12.79, 18.23,     2.933, 16953,  259, 0.791667
2460569.784722, -0.166670,     2024-09-16 06:50:00, 2024-09-15 23:50:00,  23.259661, 7.8324e-01, 39.216, -55.168, 59.900, 18.81,  12.79, 17.62,     1.987, 16954,  259, 0.791667
2460569.791667, 0.000000,     2024-09-16 07:00:00, 2024-09-16 00:00:00,  23.426784, 5.9816e-01, 38.435, -55.446, 60.078, 18.69,  12.79, 17.87,     2.055, 16955,  259, 0.791667
2460569.798611, 0.166670,     2024-09-16 07:10:00, 2024-09-16 00:10:00,  23.593907, 3.7642e-01, 37.562, -55.564, 60.169, 18.63,  12.78, 17.68,     2.178, 16956,  259, 0.791667
2460569.805556, 0.333330,     2024-09-16 07:20:00, 2024-09-16 00:20:00,  23.761030, 3.7533e-01, 36.601, -55.518, 60.171, 18.86,  12.78, 17.55,     1.530, 16957,  259, 0.791667
2460569.812500, 0.500000,     2024-09-16 07:30:00, 2024-09-16 00:30:00,  23.928153, 3.8768e-01, 35.557, -55.309, 60.086, 18.84,  12.76, 17.88,     1.384, 16958,  259, 0.791667
2460569.819444, 0.666670,     2024-09-16 07:40:00, 2024-09-16 00:40:00,   0.095276, 1.4196e-01, 34.435, -54.941, 59.914, 18.74,  12.77, 17.89,     2.227, 16959,  259, 0.791667
2460569.826389, 0.833330,     2024-09-16 07:50:00, 2024-09-16 00:50:00,   0.262399, 1.5319e-01, 33.240, -54.418, 59.656, 18.57,  12.77, 18.07,     2.610, 16960,  259, 0.791667
2460569.833333, 1.000000,     2024-09-16 08:00:00, 2024-09-16 01:00:00,   0.429522, 1.0250e-01, 31.976, -53.747, 59.314, 18.20,  12.77, 17.80,     3.449, 16961,  259, 0.791667
2460569.840278, 1.166670,     2024-09-16 08:10:00, 2024-09-16 01:10:00,   0.596645, 1.0748e-01, 30.648, -52.937, 58.893, 17.86,  12.77, 18.00,     3.276, 16962,  259, 0.791667
2460569.847222, 1.333330,     2024-09-16 08:20:00, 2024-09-16 01:20:00,   0.763768, 2.1524e-01, 29.261, -51.996, 58.395, 17.50,  12.77, 18.07,     3.130, 16963,  259, 0.791667
2460569.854167, 1.500000,     2024-09-16 08:30:00, 2024-09-16 01:30:00,   0.930891, 4.6917e-01, 27.818, -50.934, 57.825, 17.37,  12.74, 18.21,     3.119, 16964,  259, 0.791667
2460569.861111, 1.666670,     2024-09-16 08:40:00, 2024-09-16 01:40:00,   1.098014, 4.6861e-01, 26.324, -49.760, 57.188, 16.82,  12.75, 18.17,     2.912, 16965,  259, 0.791667
2460569.868056, 1.833330,     2024-09-16 08:50:00, 2024-09-16 01:50:00,   1.265137, 3.1069e-01, 24.783, -48.485, 56.486, 16.32,  12.75, 18.18,     3.352, 16966,  259, 0.791667
2460569.875000, 2.000000,     2024-09-16 09:00:00, 2024-09-16 02:00:00,   1.432260, 2.8844e-01, 23.198, -47.117, 55.875, 16.01,  12.75, 18.73,     3.201, 16967,  259, 0.791667
2460569.881944, 2.166670,     2024-09-16 09:10:00, 2024-09-16 02:10:00,   1.599383, 5.2806e-02, 21.572, -45.665, 57.178, 15.66,  12.75, 19.15,     3.171, 16968,  259, 0.791667
2460569.888889, 2.333330,     2024-09-16 09:20:00, 2024-09-16 02:20:00,   1.766506, 2.2463e-02, 19.909, -44.138, 58.443, 15.43,  12.75, 19.15,     2.907, 16969,  259, 0.791667
2460569.895833, 2.500000,     2024-09-16 09:30:00, 2024-09-16 02:30:00,   1.933629, 9.4223e-02, 18.211, -42.544, 59.664, 14.73,  12.72, 19.43,     3.800, 16970,  259, 0.791667
2460569.902778, 2.666670,     2024-09-16 09:40:00, 2024-09-16 02:40:00,   2.100752, 3.0811e-02, 16.481, -40.887, 60.833, 14.70,  12.73, 19.52,     4.470, 16971,  259, 0.791667
2460569.909722, 2.833330,     2024-09-16 09:50:00, 2024-09-16 02:50:00,   2.267875, 2.4846e-02, 14.722, -39.177, 61.943, 15.00,  12.73, 18.99,     4.309, 16972,  259, 0.791667
2460569.916667, 3.000000,     2024-09-16 10:00:00, 2024-09-16 03:00:00,   2.434998, 8.1023e-02, 12.936, -37.417, 62.985, 14.60,  12.73, 18.73,     3.229, 16973,  259, 0.791667
2460569.923611, 3.166670,     2024-09-16 10:10:00, 2024-09-16 03:10:00,   2.602121, 4.6051e-02, 11.125, -35.612, 63.951, 15.37,  12.73, 19.36,     2.774, 16974,  259, 0.791667
2460569.930556, 3.333330,     2024-09-16 10:20:00, 2024-09-16 03:20:00,   2.769244, 2.2905e-01, 9.292, -33.769, 64.830, 15.61,  12.72, 19.16,     2.590, 16975,  259, 0.791667
2460569.937500, 3.500000,     2024-09-16 10:30:00, 2024-09-16 03:30:00,   2.936367, 1.9922e-01, 7.437, -31.890, 65.613, 15.65,  12.70, 19.93,     2.570, 16976,  259, 0.791667
2460569.944444, 3.666670,     2024-09-16 10:40:00, 2024-09-16 03:40:00,   3.103490, 1.7765e-01, 5.564, -29.979, 66.289, 15.44,  12.71, 21.48,     2.277, 16977,  259, 0.791667
2460569.951389, 3.833330,     2024-09-16 10:50:00, 2024-09-16 03:50:00,   3.270612, 3.1578e-01, 3.673, -28.039, 66.847, 15.35,  12.71, 21.21,     2.177, 16978,  259, 0.791667
2460569.958333, 4.000000,     2024-09-16 11:00:00, 2024-09-16 04:00:00,   3.437735, 8.6138e-01, 1.766, -26.075, 67.280, 15.35,  12.71, 20.97,     1.062, 16979,  259, 0.791667
2460569.965278, 4.166670,     2024-09-16 11:10:00, 2024-09-16 04:10:00,   3.604858, 3.3914e-01, -0.156, -24.087, 67.578, 15.82,  12.70, 21.58,     1.346, 16980,  259, 0.791667
2460569.972222, 4.333330,     2024-09-16 11:20:00, 2024-09-16 04:20:00,   3.771981, 7.2805e-01, -2.091, -22.080, 67.737, 16.03,  12.70, 21.89,     1.866, 16981,  259, 0.791667
2460569.979167, 4.500000,     2024-09-16 11:30:00, 2024-09-16 04:30:00,   3.939104, 6.6331e-02, -4.037, -20.054, 67.753, 16.10,  12.68, 21.86,     1.916, 16982,  259, 0.791667
2460569.986111, 4.666670,     2024-09-16 11:40:00, 2024-09-16 04:40:00,   4.106227, 1.5921e-01, -5.995, -18.012, 68.114, 15.90,  12.69, 22.01,     1.696, 16983,  259, 0.791667
2460569.993056, 4.833330,     2024-09-16 11:50:00, 2024-09-16 04:50:00,   4.273350, 2.7520e-02, -7.961, -15.956, 70.238, 15.97,  12.69, 22.13,     1.916, 16984,  259, 0.791667
2460570.000000, 5.000000,     2024-09-16 12:00:00, 2024-09-16 05:00:00,   4.440473, 1.7223e-02, -9.937, -13.888, 72.359, 16.37,  12.69, 21.78,     2.469, 16985,  259, 0.791667
2460570.006944, 5.166670,     2024-09-16 12:10:00, 2024-09-16 05:10:00,   4.607596, 4.3006e-02, -11.919, -11.809, 74.474, 16.44,  12.68, 21.12,     2.943, 16986,  259, 0.791667
2460570.013889, 5.333330,     2024-09-16 12:20:00, 2024-09-16 05:20:00,   4.774719, 1.2983e-02, -13.909, -9.720, 76.578, 16.46,  12.68, 19.18,     3.005, 16987,  259, 0.791667
2460570.020833, 5.500000,     2024-09-16 12:30:00, 2024-09-16 05:30:00,   4.941842, 8.3851e-02, -15.903, -7.623, 78.666, 16.42,  12.66, 17.17,     3.420, 16988,  259, 0.791667
2460570.027778, 5.666670,     2024-09-16 12:40:00, 2024-09-16 05:40:00,   5.108965, 7.3651e-02, -17.902, -5.520, 80.724, 16.40,  12.67, 14.77,     2.871, 16989,  259, 0.791667
2460570.034722, 5.833330,     2024-09-16 12:50:00, 2024-09-16 05:50:00,   5.276088, 1.1265e-01, -19.904, -3.411, 82.725, 16.40,  12.67, 11.99,     3.182, 16990,  259, 0.791667
2460570.569444, -5.333330,     2024-09-17 01:40:00, 2024-09-16 18:40:00,  18.144557, 3.9131e-02, 9.938, -4.855, 65.587, 19.54,  12.92, 10.09,     4.971, 16991,  260, 0.791667
2460570.576389, -5.166670,     2024-09-17 01:50:00, 2024-09-16 18:50:00,  18.311680, 1.2846e-02, 11.895, -6.964, 67.108, 19.53,  12.92, 12.79,     4.980, 16992,  260, 0.791667
2460570.583333, -5.000000,     2024-09-17 02:00:00, 2024-09-16 19:00:00,  18.478803, 1.2846e-02, 13.836, -9.067, 68.495, 19.44,  12.92, 15.45,     4.377, 16993,  260, 0.791667
2460570.590278, -4.833330,     2024-09-17 02:10:00, 2024-09-16 19:10:00,  18.645926, 7.0926e-02, 15.759, -11.163, 69.718, 19.49,  12.91, 17.50,     5.700, 16994,  260, 0.791667
2460570.597222, -4.666670,     2024-09-17 02:20:00, 2024-09-16 19:20:00,  18.813049, 2.1851e-02, 17.662, -13.250, 70.747, 19.73,  12.91, 18.92,     6.728, 16995,  260, 0.791667
2460570.604167, -4.500000,     2024-09-17 02:30:00, 2024-09-16 19:30:00,  18.980172, 1.2800e-03, 19.544, -15.327, 71.548, 19.66,  12.89, 19.39,     5.968, 16996,  260, 0.791667
2460570.611111, -4.333330,     2024-09-17 02:40:00, 2024-09-16 19:40:00,  19.147295, 4.5714e-05, 21.402, -17.393, 72.090, 19.77,  12.90, 19.41,     6.093, 16997,  260, 0.791667
2460570.618056, -4.166670,     2024-09-17 02:50:00, 2024-09-16 19:50:00,  19.314418, 5.1429e-05, 23.234, -19.445, 72.350, 19.80,  12.90, 19.32,     6.321, 16998,  260, 0.791667
2460570.625000, -4.000000,     2024-09-17 03:00:00, 2024-09-16 20:00:00,  19.481541, 1.0286e-04, 25.037, -21.482, 72.315, 19.88,  12.89, 19.24,     5.995, 16999,  260, 0.791667
2460570.631944, -3.833330,     2024-09-17 03:10:00, 2024-09-16 20:10:00,  19.648664, 4.5714e-05, 26.809, -23.502, 73.761, 19.90,  12.89, 19.15,     4.752, 17000,  260, 0.791667
2460570.638889, -3.666670,     2024-09-17 03:20:00, 2024-09-16 20:20:00,  19.815787, 2.2857e-05, 28.546, -25.504, 75.256, 19.86,  12.88, 19.08,     5.740, 17001,  260, 0.791667
2460570.645833, -3.500000,     2024-09-17 03:30:00, 2024-09-16 20:30:00,  19.982910, 5.2571e-04, 30.244, -27.483, 76.623, 19.79,  12.86, 19.00,     5.592, 17002,  260, 0.791667
2460570.652778, -3.333330,     2024-09-17 03:40:00, 2024-09-16 20:40:00,  20.150033, 1.8286e-04, 31.902, -29.439, 77.819, 19.69,  12.87, 18.91,     4.251, 17003,  260, 0.791667
2460570.659722, -3.166670,     2024-09-17 03:50:00, 2024-09-16 20:50:00,  20.317156, 2.6286e-04, 33.513, -31.368, 78.788, 19.52,  12.87, 18.79,     3.992, 17004,  260, 0.791667
2460570.666667, -3.000000,     2024-09-17 04:00:00, 2024-09-16 21:00:00,  20.484279, 2.1143e-04, 35.074, -33.267, 79.466, 19.39,  12.87, 18.65,     3.858, 17005,  260, 0.791667
2460570.673611, -2.833330,     2024-09-17 04:10:00, 2024-09-16 21:10:00,  20.651402, 1.1029e-03, 36.581, -35.132, 79.794, 19.21,  12.86, 18.55,     4.064, 17006,  260, 0.791667
2460570.680556, -2.666670,     2024-09-17 04:20:00, 2024-09-16 21:20:00,  20.818525, 3.1657e-03, 38.028, -36.960, 79.739, 19.13,  12.86, 18.45,     5.324, 17007,  260, 0.791667
2460570.687500, -2.500000,     2024-09-17 04:30:00, 2024-09-16 21:30:00,  20.985648, 3.6114e-03, 39.409, -38.746, 79.307, 18.98,  12.84, 18.34,     4.841, 17008,  260, 0.791667
2460570.694444, -2.333330,     2024-09-17 04:40:00, 2024-09-16 21:40:00,  21.152771, 8.4571e-04, 40.720, -40.485, 78.540, 18.84,  12.85, 18.27,     4.578, 17009,  260, 0.791667
2460570.701389, -2.166670,     2024-09-17 04:50:00, 2024-09-16 21:50:00,  21.319893, 4.0480e-02, 41.953, -42.173, 77.501, 18.67,  12.85, 18.11,     4.086, 17010,  260, 0.791667
2460570.708333, -2.000000,     2024-09-17 05:00:00, 2024-09-16 22:00:00,  21.487016, 1.8663e-02, 43.104, -43.801, 76.251, 18.50,  12.84, 18.10,     4.157, 17011,  260, 0.791667
2460570.715278, -1.833330,     2024-09-17 05:10:00, 2024-09-16 22:10:00,  21.654139, 3.7851e-02, 44.164, -45.365, 74.844, 18.38,  12.84, 18.14,     3.755, 17012,  260, 0.791667
2460570.722222, -1.666670,     2024-09-17 05:20:00, 2024-09-16 22:20:00,  21.821262, 1.4665e-01, 45.128, -46.857, 73.320, 18.33,  12.83, 18.25,     4.408, 17013,  260, 0.791667
2460570.729167, -1.500000,     2024-09-17 05:30:00, 2024-09-16 22:30:00,  21.988385, 1.0720e+00, 45.989, -48.269, 71.709, 18.29,  12.81, 17.82,     4.019, 17014,  260, 0.791667
2460570.736111, -1.333330,     2024-09-17 05:40:00, 2024-09-16 22:40:00,  22.155508, 1.2750e+00, 46.740, -49.592, 70.033, 18.16,  12.82, 17.33,     3.288, 17015,  260, 0.791667
2460570.743056, -1.166670,     2024-09-17 05:50:00, 2024-09-16 22:50:00,  22.322631, 1.3563e+00, 47.377, -50.816, 68.309, 18.19,  12.82, 16.90,     3.039, 17016,  260, 0.791667
2460570.750000, -1.000000,     2024-09-17 06:00:00, 2024-09-16 23:00:00,  22.489754, 1.3458e+00, 47.893, -51.933, 66.548, 18.22,  12.82, 17.57,     2.998, 17017,  260, 0.791667
2460570.756944, -0.833330,     2024-09-17 06:10:00, 2024-09-16 23:10:00,  22.656877, 1.2407e+00, 48.284, -52.932, 64.759, 18.11,  12.81, 17.94,     2.616, 17018,  260, 0.791667
2460570.763889, -0.666670,     2024-09-17 06:20:00, 2024-09-16 23:20:00,  22.824000, 7.1104e-01, 48.547, -53.804, 62.949, 18.04,  12.81, 17.88,     2.713, 17019,  260, 0.791667
2460570.770833, -0.500000,     2024-09-17 06:30:00, 2024-09-16 23:30:00,  22.991123, 4.9520e-01, 48.678, -54.539, 61.123, 17.93,  12.79, 17.81,     3.519, 17020,  260, 0.791667
2460570.777778, -0.333330,     2024-09-17 06:40:00, 2024-09-16 23:40:00,  23.158246, 5.3160e-01, 48.677, -55.127, 59.750, 17.78,  12.80, 17.73,     2.683, 17021,  260, 0.791667
2460570.784722, -0.166670,     2024-09-17 06:50:00, 2024-09-16 23:50:00,  23.325369, 8.6235e-02, 48.544, -55.563, 59.980, 17.66,  12.80, 17.90,     1.838, 17022,  260, 0.791667
2460570.791667, 0.000000,     2024-09-17 07:00:00, 2024-09-17 00:00:00,  23.492492, 3.1722e-02, 48.280, -55.838, 60.124, 17.49,  12.80, 17.91,     2.009, 17023,  260, 0.791667
2460570.798611, 0.166670,     2024-09-17 07:10:00, 2024-09-17 00:10:00,  23.659615, 2.2425e-02, 47.888, -55.951, 60.180, 17.43,  12.79, 17.90,     2.224, 17024,  260, 0.791667
2460570.805556, 0.333330,     2024-09-17 07:20:00, 2024-09-17 00:20:00,  23.826738, 1.9359e-02, 47.370, -55.899, 60.148, 17.37,  12.79, 17.89,     3.599, 17025,  260, 0.791667
2460570.812500, 0.500000,     2024-09-17 07:30:00, 2024-09-17 00:30:00,  23.993861, 2.2607e-02, 46.733, -55.682, 60.029, 17.20,  12.77, 17.88,     3.168, 17026,  260, 0.791667
2460570.819444, 0.666670,     2024-09-17 07:40:00, 2024-09-17 00:40:00,   0.160984, 2.1890e-02, 45.981, -55.304, 59.822, 17.12,  12.78, 17.88,     3.437, 17027,  260, 0.791667
2460570.826389, 0.833330,     2024-09-17 07:50:00, 2024-09-17 00:50:00,   0.328107, 2.6835e-02, 45.120, -54.771, 59.531, 17.10,  12.78, 17.92,     3.064, 17028,  260, 0.791667
2460570.833333, 1.000000,     2024-09-17 08:00:00, 2024-09-17 01:00:00,   0.495230, 1.9465e-02, 44.157, -54.089, 59.158, 17.14,  12.78, 17.98,     3.169, 17029,  260, 0.791667
2460570.840278, 1.166670,     2024-09-17 08:10:00, 2024-09-17 01:10:00,   0.662353, 1.0629e-02, 43.097, -53.266, 58.706, 17.14,  12.77, 18.04,     4.301, 17030,  260, 0.791667
2460570.847222, 1.333330,     2024-09-17 08:20:00, 2024-09-17 01:20:00,   0.829476, 6.7988e-03, 41.949, -52.313, 58.180, 16.98,  12.77, 18.11,     3.724, 17031,  260, 0.791667
2460570.854167, 1.500000,     2024-09-17 08:30:00, 2024-09-17 01:30:00,   0.996599, 7.3297e-03, 40.717, -51.238, 57.582, 16.82,  12.75, 18.18,     3.324, 17032,  260, 0.791667
2460570.861111, 1.666670,     2024-09-17 08:40:00, 2024-09-17 01:40:00,   1.163722, 1.2530e-02, 39.410, -50.051, 56.919, 16.64,  12.76, 18.21,     3.191, 17033,  260, 0.791667
2460570.868056, 1.833330,     2024-09-17 08:50:00, 2024-09-17 01:50:00,   1.330845, 1.6621e-02, 38.032, -48.764, 56.194, 16.56,  12.76, 18.27,     3.387, 17034,  260, 0.791667
2460570.875000, 2.000000,     2024-09-17 09:00:00, 2024-09-17 02:00:00,   1.497968, 1.8447e-02, 36.589, -47.384, 56.392, 16.51,  12.75, 18.39,     3.081, 17035,  260, 0.791667
2460570.881944, 2.166670,     2024-09-17 09:10:00, 2024-09-17 02:10:00,   1.665091, 1.0229e-03, 35.087, -45.921, 57.681, 16.42,  12.75, 18.50,     2.714, 17036,  260, 0.791667
2460570.888889, 2.333330,     2024-09-17 09:20:00, 2024-09-17 02:20:00,   1.832214, 3.0286e-04, 33.531, -44.383, 58.929, 16.27,  12.75, 18.62,     1.682, 17037,  260, 0.791667
2460570.895833, 2.500000,     2024-09-17 09:30:00, 2024-09-17 02:30:00,   1.999337, 3.6571e-04, 31.926, -42.777, 60.130, 16.17,  12.72, 18.73,     2.002, 17038,  260, 0.791667
2460570.902778, 2.666670,     2024-09-17 09:40:00, 2024-09-17 02:40:00,   2.166460, 2.2857e-05, 30.275, -41.111, 61.277, 16.19,  12.73, 18.85,     1.863, 17039,  260, 0.791667
2460570.909722, 2.833330,     2024-09-17 09:50:00, 2024-09-17 02:50:00,   2.333583, 2.2857e-05, 28.584, -39.391, 62.361, 16.43,  12.74, 18.97,     2.184, 17040,  260, 0.791667
2460570.916667, 3.000000,     2024-09-17 10:00:00, 2024-09-17 03:00:00,   2.500705, 2.2857e-05, 26.855, -37.622, 63.374, 16.38,  12.73, 19.06,     3.216, 17041,  260, 0.791667
2460570.923611, 3.166670,     2024-09-17 10:10:00, 2024-09-17 03:10:00,   2.667828, 1.6571e-04, 25.093, -35.810, 64.307, 16.22,  12.73, 19.14,     2.746, 17042,  260, 0.791667
2460570.930556, 3.333330,     2024-09-17 10:20:00, 2024-09-17 03:20:00,   2.834951, 4.5714e-05, 23.300, -33.958, 65.150, 16.03,  12.72, 19.21,     2.635, 17043,  260, 0.791667
2460570.937500, 3.500000,     2024-09-17 10:30:00, 2024-09-17 03:30:00,   3.002074, 4.5714e-05, 21.479, -32.072, 65.892, 16.05,  12.70, 19.27,     3.529, 17044,  260, 0.791667
2460570.944444, 3.666670,     2024-09-17 10:40:00, 2024-09-17 03:40:00,   3.169197, 1.0000e-05, 19.632, -30.155, 66.523, 15.86,  12.71, 19.37,     3.281, 17045,  260, 0.791667
2460570.951389, 3.833330,     2024-09-17 10:50:00, 2024-09-17 03:50:00,   3.336320, 2.8571e-04, 17.763, -28.209, 67.033, 15.70,  12.71, 19.44,     2.843, 17046,  260, 0.791667
2460570.958333, 4.000000,     2024-09-17 11:00:00, 2024-09-17 04:00:00,   3.503443, 2.4571e-04, 15.874, -26.239, 67.413, 15.68,  12.71, 19.52,     3.898, 17047,  260, 0.791667
2460570.965278, 4.166670,     2024-09-17 11:10:00, 2024-09-17 04:10:00,   3.670566, 2.6286e-04, 13.965, -24.247, 67.657, 15.69,  12.70, 19.62,     3.889, 17048,  260, 0.791667
2460570.972222, 4.333330,     2024-09-17 11:20:00, 2024-09-17 04:20:00,   3.837689, 2.6286e-04, 12.041, -22.234, 67.760, 15.82,  12.70, 19.75,     3.471, 17049,  260, 0.791667
2460570.979167, 4.500000,     2024-09-17 11:30:00, 2024-09-17 04:30:00,   4.004812, 4.0000e-05, 10.101, -20.204, 67.719, 15.82,  12.68, 19.80,     2.389, 17050,  260, 0.791667
2460570.986111, 4.666670,     2024-09-17 11:40:00, 2024-09-17 04:40:00,   4.171935, 1.2057e-03, 8.148, -18.159, 68.950, 16.16,  12.69, 19.96,     3.983, 17051,  260, 0.791667
2460570.993056, 4.833330,     2024-09-17 11:50:00, 2024-09-17 04:50:00,   4.339058, 1.9257e-03, 6.183, -16.100, 71.073, 16.06,  12.69, 20.00,     3.365, 17052,  260, 0.791667
2460571.000000, 5.000000,     2024-09-17 12:00:00, 2024-09-17 05:00:00,   4.506181, 2.6800e-03, 4.209, -14.028, 73.191, 15.93,  12.68, 20.08,     3.679, 17053,  260, 0.791667
2460571.006944, 5.166670,     2024-09-17 12:10:00, 2024-09-17 05:10:00,   4.673304, 2.6629e-03, 2.225, -11.946, 75.303, 15.87,  12.68, 20.00,     3.313, 17054,  260, 0.791667
2460571.013889, 5.333330,     2024-09-17 12:20:00, 2024-09-17 05:20:00,   4.840427, 2.0114e-03, 0.234, -9.855, 77.402, 15.77,  12.68, 19.08,     2.346, 17055,  260, 0.791667
2460571.020833, 5.500000,     2024-09-17 12:30:00, 2024-09-17 05:30:00,   5.007550, 8.0731e-02, -1.764, -7.757, 79.480, 15.88,  12.65, 17.23,     1.853, 17056,  260, 0.791667
2460571.027778, 5.666670,     2024-09-17 12:40:00, 2024-09-17 05:40:00,   5.174673, 6.4263e-02, -3.767, -5.652, 81.520, 15.69,  12.66, 14.89,     2.396, 17057,  260, 0.791667
2460571.034722, 5.833330,     2024-09-17 12:50:00, 2024-09-17 05:50:00,   5.341796, 1.6263e-02, -5.774, -3.542, 83.485, 15.73,  12.66, 12.16,     2.434, 17058,  260, 0.791667
2460571.562500, -5.500000,     2024-09-18 01:30:00, 2024-09-17 18:30:00,  18.043141, 2.4845e-01, 1.478, -3.023, 64.608, 19.73,  12.92, 8.49,     5.356, 17059,  261, 0.791667
2460571.569444, -5.333330,     2024-09-18 01:40:00, 2024-09-17 18:40:00,  18.210264, 6.3331e-02, 3.543, -5.138, 66.199, 19.63,  12.93, 10.30,     3.300, 17060,  261, 0.791667
2460571.576389, -5.166670,     2024-09-18 01:50:00, 2024-09-17 18:50:00,  18.377387, 3.0046e-02, 5.605, -7.248, 67.671, 19.59,  12.93, 12.86,     3.608, 17061,  261, 0.791667
2460571.583333, -5.000000,     2024-09-18 02:00:00, 2024-09-17 19:00:00,  18.544510, 2.9223e-02, 7.662, -9.352, 68.997, 19.49,  12.92, 15.57,     4.622, 17062,  261, 0.791667
2460571.590278, -4.833330,     2024-09-18 02:10:00, 2024-09-17 19:10:00,  18.711633, 8.4863e-02, 9.714, -11.450, 70.148, 19.27,  12.92, 17.46,     3.603, 17063,  261, 0.791667
2460571.597222, -4.666670,     2024-09-18 02:20:00, 2024-09-17 19:20:00,  18.878756, 1.2601e-01, 11.759, -13.539, 71.091, 19.05,  12.91, 18.88,     3.400, 17064,  261, 0.791667
2460571.604167, -4.500000,     2024-09-18 02:30:00, 2024-09-17 19:30:00,  19.045879, 4.2286e-02, 13.796, -15.618, 71.794, 18.83,  12.89, 19.11,     4.157, 17065,  261, 0.791667
2460571.611111, -4.333330,     2024-09-18 02:40:00, 2024-09-17 19:40:00,  19.213002, 4.0960e-02, 15.824, -17.686, 72.227, 18.68,  12.90, 18.86,     2.337, 17066,  261, 0.791667
2460571.618056, -4.166670,     2024-09-18 02:50:00, 2024-09-17 19:50:00,  19.380125, 5.8514e-03, 17.841, -19.741, 72.372, 18.57,  12.90, 18.32,     2.952, 17067,  261, 0.791667
2460571.625000, -4.000000,     2024-09-18 03:00:00, 2024-09-17 20:00:00,  19.547248, 1.1703e-02, 19.846, -21.781, 72.807, 18.57,  12.90, 18.39,     3.733, 17068,  261, 0.791667
2460571.631944, -3.833330,     2024-09-18 03:10:00, 2024-09-17 20:10:00,  19.714371, 2.2126e-02, 21.838, -23.804, 74.362, 18.57,  12.89, 18.27,     4.108, 17069,  261, 0.791667
2460571.638889, -3.666670,     2024-09-18 03:20:00, 2024-09-17 20:20:00,  19.881494, 1.3383e-02, 23.814, -25.809, 75.811, 18.55,  12.89, 18.28,     4.037, 17070,  261, 0.791667
2460571.645833, -3.500000,     2024-09-18 03:30:00, 2024-09-17 20:30:00,  20.048617, 1.3263e-02, 25.772, -27.792, 77.117, 18.44,  12.87, 18.10,     4.073, 17071,  261, 0.791667
2460571.652778, -3.333330,     2024-09-18 03:40:00, 2024-09-17 20:40:00,  20.215740, 1.2646e-02, 27.710, -29.752, 78.230, 18.29,  12.88, 17.73,     3.849, 17072,  261, 0.791667
2460571.659722, -3.166670,     2024-09-18 03:50:00, 2024-09-17 20:50:00,  20.382863, 7.5714e-03, 29.626, -31.685, 79.093, 18.13,  12.88, 17.61,     3.432, 17073,  261, 0.791667
2460571.666667, -3.000000,     2024-09-18 04:00:00, 2024-09-17 21:00:00,  20.549986, 1.5903e-02, 31.518, -33.589, 79.639, 17.93,  12.88, 17.23,     3.612, 17074,  261, 0.791667
2460571.673611, -2.833330,     2024-09-18 04:10:00, 2024-09-17 21:10:00,  20.717109, 7.0920e-02, 33.381, -35.459, 79.819, 17.74,  12.87, 17.02,     3.085, 17075,  261, 0.791667
2460571.680556, -2.666670,     2024-09-18 04:20:00, 2024-09-17 21:20:00,  20.884232, 5.8863e-02, 35.213, -37.292, 79.613, 17.64,  12.87, 16.83,     3.448, 17076,  261, 0.791667
2460571.687500, -2.500000,     2024-09-18 04:30:00, 2024-09-17 21:30:00,  21.051355, 1.5451e-02, 37.011, -39.083, 79.042, 17.51,  12.84, 17.01,     2.258, 17077,  261, 0.791667
